dataset,variant,trait,target,n_pairs_dropped,dfbeta_sem,dfbeta_vis,beta_sem_full,beta_vis_full,z_sem,z_vis
us,midpoint,critical,41,11415,0.004906350697027623,0.0025116846695411067,0.007814010062649,-0.01930778653227469,1.4104450466792027,1.1156712838032161
us,midpoint,critical,42,12630,-0.0005970356858230885,-0.0016466258070830589,0.007814010062649,-0.01930778653227469,-0.16706427328251028,-0.7053459495746169
us,midpoint,critical,43,11069,0.00355690775913195,-0.001266754269269546,0.007814010062649,-0.01930778653227469,1.0236361506292293,-0.5389917004831132
us,midpoint,critical,44,12024,-0.004000157658689763,0.002260834265296264,0.007814010062649,-0.01930778653227469,-1.1425466864186293,1.0058182769876933
us,midpoint,critical,45,12421,0.00012145345846380044,-0.0016948773973012587,0.007814010062649,-0.01930778653227469,0.038885889500132415,-0.7264764009488395
us,midpoint,critical,46,12276,-0.001515146263908083,-0.001393972307654326,0.007814010062649,-0.01930778653227469,-0.43023460022842464,-0.594703327019302
us,midpoint,critical,47,11792,0.005604929444049262,0.0010469316172817336,0.007814010062649,-0.01930778653227469,1.6106880257271274,0.4742231365805674
us,midpoint,critical,48,12768,-0.005028167940275687,0.0037149483833345716,0.007814010062649,-0.01930778653227469,-1.43721903675036,1.6426073967831591
us,midpoint,critical,49,8233,0.0030511673499635985,-0.003722282744276259,0.007814010062649,-0.01930778653227469,0.8786690061397187,-1.6143225819009317
us,midpoint,competent,0,12978,-0.0023268180764041864,0.000779505928375359,0.025101663955131734,-0.022857285360080786,-0.7906084488881475,0.36011768631060176
us,midpoint,competent,1,12546,-0.009099999033639353,9.58755964791877e-05,0.025101663955131734,-0.022857285360080786,-3.062261947926604,0.047524367703925055
us,midpoint,competent,2,10808,-0.0014873774213950489,-0.0012495144043515455,0.025101663955131734,-0.022857285360080786,-0.5090689014839613,-0.5676618017181075
us,midpoint,competent,3,12627,0.004984810828595188,-0.003272885644490499,0.025101663955131734,-0.022857285360080786,1.66163481621614,-1.4928582144840705
us,midpoint,competent,4,8454,0.0013103338775093537,-0.00012706986744105003,0.025101663955131734,-0.022857285360080786,0.4292539783538628,-0.054418537962403424
us,midpoint,competent,5,8572,-0.0020235995238344143,0.004311085806880843,0.025101663955131734,-0.022857285360080786,-0.6889121424897914,1.9749498882180199
us,midpoint,competent,6,12701,-0.0049525160431741246,0.0019052297208067143,0.025101663955131734,-0.022857285360080786,-1.671239870267725,0.8748604057194536
us,midpoint,competent,7,12523,0.0016938161256251846,-0.0025126891224015284,0.025101663955131734,-0.022857285360080786,0.5578698822034276,-1.1452546302868494
us,midpoint,competent,8,12267,0.001586177945793011,0.002263722669120217,0.025101663955131734,-0.022857285360080786,0.5217691712686794,1.038783062719742
